Settings,,default,no-redcost,default,no-redcost
n3seq24,3.0,3600.01,3600.01,timelimit,timelimit
n3seq24,4.0,3600.0,3600.0,timelimit,timelimit
n3seq24,5.0,3600.0,3600.0,timelimit,timelimit
n3seq24,6.0,3600.03,3600.02,timelimit,timelimit
n3seq24,7.0,3600.01,3600.01,timelimit,timelimit
n3seq24,8.0,3600.0,3600.01,timelimit,timelimit
n3seq24,9.0,3600.05,3600.05,timelimit,timelimit
n4-3,0.0,708.22,1090.52,ok,ok
n4-3,1.0,724.96,943.0,ok,ok
n4-3,2.0,803.85,906.12,ok,ok
n4-3,3.0,653.65,820.42,ok,ok
n4-3,4.0,734.6,979.16,ok,ok
n4-3,5.0,713.01,1249.41,ok,ok
n4-3,6.0,753.63,1064.82,ok,ok
n4-3,7.0,700.41,986.28,ok,ok
n4-3,8.0,672.6,1021.7,ok,ok
n4-3,9.0,711.81,1251.49,ok,ok
neos-1109824,0.0,284.76,345.21,ok,ok
neos-1109824,1.0,134.55,190.17,ok,ok
neos-1109824,2.0,96.64,1294.51,ok,ok
neos-1109824,3.0,193.32,305.04,ok,ok
neos-1109824,4.0,118.16,243.17,ok,ok
neos-1109824,5.0,226.04,282.19,ok,ok
neos-1109824,6.0,160.27,221.34,ok,ok
neos-1109824,7.0,85.09,266.68,ok,ok
neos-1109824,8.0,235.34,653.77,ok,ok
neos-1109824,9.0,199.34,188.53,ok,ok
neos-1337307,0.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,1.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,2.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,3.0,3600.0,3600.01,timelimit,timelimit
neos-1337307,4.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,5.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,6.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,7.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,8.0,3600.0,3600.0,timelimit,timelimit
neos-1337307,9.0,3600.0,3600.0,timelimit,timelimit
neos-1396125,0.0,254.57,273.34,ok,ok
neos-1396125,1.0,304.57,265.85,ok,ok
neos-1396125,2.0,219.24,244.77,ok,ok
neos-1396125,3.0,253.38,311.32,ok,ok
neos-1396125,4.0,333.5,291.15,ok,ok
neos-1396125,5.0,349.55,361.94,ok,ok
neos-1396125,6.0,306.74,320.02,ok,ok
neos-1396125,7.0,127.46,117.8,ok,ok
neos-1396125,8.0,325.34,324.45,ok,ok
neos-1396125,9.0,427.96,316.91,ok,ok
neos-1601936,0.0,3600.01,3600.0,timelimit,timelimit
neos-1601936,1.0,3600.01,3600.01,timelimit,timelimit
neos-1601936,2.0,3600.01,3600.0,timelimit,timelimit
neos-1601936,3.0,3600.01,3600.0,timelimit,timelimit
neos-1601936,4.0,3600.01,3600.0,timelimit,timelimit
neos-1601936,5.0,3600.0,3600.01,timelimit,timelimit
neos-1601936,6.0,3600.0,3600.01,timelimit,timelimit
neos-1601936,7.0,3600.0,3600.0,timelimit,timelimit
neos-1601936,8.0,3600.0,3600.0,timelimit,timelimit
neos-1601936,9.0,3600.01,3600.0,timelimit,timelimit
neos-476283,0.0,161.65,348.59,ok,ok
neos-476283,1.0,311.74,206.02,ok,ok
neos-476283,2.0,181.93,255.2,ok,ok
neos-476283,3.0,230.74,281.9,ok,ok
neos-476283,4.0,228.43,177.92,ok,ok
neos-476283,5.0,209.18,260.84,ok,ok
neos-476283,6.0,151.83,176.97,ok,ok
neos-476283,7.0,207.72,258.37,ok,ok
neos-476283,8.0,221.72,241.71,ok,ok
neos-476283,9.0,186.81,271.76,ok,ok
neos-686190,0.0,125.31,152.24,ok,ok
neos-686190,1.0,167.81,214.14,ok,ok
neos-686190,2.0,89.72,151.92,ok,ok
neos-686190,3.0,475.51,1087.12,ok,ok
neos-686190,4.0,369.84,952.05,ok,ok
neos-686190,5.0,212.41,359.64,ok,ok
neos-686190,6.0,96.49,156.83,ok,ok
neos-686190,7.0,224.26,927.08,ok,ok
neos-686190,8.0,218.16,233.57,ok,ok
neos-686190,9.0,381.65,1944.81,ok,ok
neos-849702,0.0,711.97,741.08,ok,ok
neos-849702,1.0,273.55,269.44,ok,ok
neos-849702,2.0,203.65,195.66,ok,ok
neos-849702,3.0,247.96,253.47,ok,ok
neos-849702,4.0,147.87,144.99,ok,ok
neos-849702,5.0,2773.77,2732.72,ok,ok
neos-849702,6.0,388.78,402.76,ok,ok
neos-849702,7.0,344.2,324.17,ok,ok
neos-849702,8.0,720.37,541.8,ok,ok
neos-849702,9.0,153.25,144.04,ok,ok
neos-916792,0.0,418.74,390.97,ok,ok
neos-916792,1.0,3600.0,366.32,timelimit,ok
neos-916792,2.0,945.24,601.75,ok,ok
neos-916792,3.0,3600.0,788.68,timelimit,ok
neos-916792,4.0,916.44,410.02,ok,ok
neos-916792,5.0,3600.01,2881.26,timelimit,ok
neos-916792,6.0,2156.88,757.92,ok,ok
neos-916792,7.0,3600.0,3600.0,timelimit,timelimit
neos-916792,8.0,3600.0,3600.0,timelimit,timelimit
neos-916792,9.0,3600.0,3600.0,timelimit,timelimit
neos-934278,0.0,3600.0,3600.01,timelimit,timelimit
neos-934278,1.0,3600.01,3600.01,timelimit,timelimit
neos-934278,2.0,3600.01,3600.01,timelimit,timelimit
neos-934278,3.0,3600.0,3600.01,timelimit,timelimit
neos-934278,4.0,3600.01,3600.0,timelimit,timelimit
neos-934278,5.0,3600.01,3600.01,timelimit,timelimit
neos-934278,6.0,3600.23,3600.01,timelimit,timelimit
neos-934278,7.0,3600.0,3600.0,timelimit,timelimit
neos-934278,8.0,3600.01,3600.01,timelimit,timelimit
neos-934278,9.0,3600.0,3600.01,timelimit,timelimit
neos13,0.0,437.8,674.8,ok,ok
neos13,1.0,3600.02,3600.06,timelimit,timelimit
neos13,2.0,2846.1,3600.0,ok,timelimit
neos13,3.0,2225.3,678.72,ok,ok
neos13,4.0,3600.01,2333.8,timelimit,ok
neos13,5.0,442.17,1284.63,ok,ok
neos13,6.0,2938.75,1578.05,ok,ok
neos13,7.0,1202.62,3600.01,ok,timelimit
neos13,8.0,797.99,1803.16,ok,ok
neos13,9.0,3600.01,1911.73,timelimit,ok
neos18,0.0,49.79,478.88,ok,ok
neos18,1.0,39.24,3600.0,ok,timelimit
neos18,2.0,28.99,129.68,ok,ok
neos18,3.0,58.72,351.79,ok,ok
neos18,4.0,20.83,1585.17,ok,ok
neos18,5.0,52.68,845.25,ok,ok
neos18,6.0,27.34,153.6,ok,ok
neos18,7.0,51.36,821.66,ok,ok
neos18,8.0,27.89,386.6,ok,ok
neos18,9.0,26.58,362.93,ok,ok
net12,0.0,1822.69,3275.65,ok,ok
net12,1.0,1176.36,1227.52,ok,ok
net12,2.0,1276.25,1496.99,ok,ok
net12,3.0,1284.07,1286.42,ok,ok
net12,4.0,1237.94,1267.3,ok,ok
net12,5.0,978.63,895.48,ok,ok
net12,6.0,1148.25,1046.71,ok,ok
net12,7.0,3562.24,3138.06,ok,ok
net12,8.0,1793.37,1186.7,ok,ok
net12,9.0,3600.01,3600.01,timelimit,timelimit
netdiversion,0.0,3605.22,3600.03,timelimit,timelimit
netdiversion,1.0,3600.03,3600.01,timelimit,timelimit
netdiversion,2.0,3600.46,3655.79,timelimit,timelimit
netdiversion,3.0,3602.15,3600.02,timelimit,timelimit
netdiversion,4.0,3600.02,3627.71,timelimit,timelimit
netdiversion,5.0,3600.97,3633.33,timelimit,timelimit
netdiversion,6.0,3600.02,3600.01,timelimit,timelimit
netdiversion,7.0,3600.03,3603.5,timelimit,timelimit
netdiversion,8.0,3600.01,3600.02,timelimit,timelimit
netdiversion,9.0,3617.05,3637.73,timelimit,timelimit
newdano,0.0,3600.0,3600.0,timelimit,timelimit
newdano,1.0,3600.0,3600.0,timelimit,timelimit
newdano,2.0,3600.0,3600.0,timelimit,timelimit
newdano,3.0,3600.0,3600.0,timelimit,timelimit
newdano,4.0,3600.0,3600.0,timelimit,timelimit
newdano,5.0,3600.0,3600.0,timelimit,timelimit
newdano,6.0,3600.0,3600.0,timelimit,timelimit
newdano,7.0,3600.0,3600.0,timelimit,timelimit
newdano,8.0,3600.0,3600.0,timelimit,timelimit
newdano,9.0,2720.82,2726.91,ok,ok
noswot,0.0,224.19,2886.23,ok,ok
noswot,1.0,295.62,3600.0,ok,timelimit
noswot,2.0,198.49,851.82,ok,ok
noswot,3.0,214.18,3600.01,ok,timelimit
noswot,4.0,169.88,545.46,ok,ok
noswot,5.0,141.98,479.68,ok,ok
noswot,6.0,180.25,593.69,ok,ok
noswot,7.0,259.32,1318.98,ok,ok
noswot,8.0,204.08,2502.85,ok,ok
noswot,9.0,143.44,3600.01,ok,timelimit
ns1208400,0.0,3600.0,3600.0,timelimit,timelimit
ns1208400,1.0,3600.01,3600.01,timelimit,timelimit
ns1208400,2.0,1142.3,1143.93,ok,ok
ns1208400,3.0,1844.45,2225.39,ok,ok
ns1208400,4.0,3600.01,3600.0,timelimit,timelimit
ns1208400,5.0,3311.88,3493.72,ok,ok
ns1208400,6.0,3594.13,3600.0,ok,timelimit
ns1208400,7.0,3600.0,3600.0,timelimit,timelimit
ns1208400,8.0,2674.88,2873.8,ok,ok
ns1208400,9.0,1782.88,3509.14,ok,ok
ns1688347,0.0,233.83,248.47,ok,ok
ns1688347,1.0,66.75,74.55,ok,ok
ns1688347,2.0,231.71,188.86,ok,ok
ns1688347,3.0,91.51,75.9,ok,ok
ns1688347,4.0,65.94,62.9,ok,ok
ns1688347,5.0,182.77,150.19,ok,ok
ns1688347,6.0,68.22,68.37,ok,ok
ns1688347,7.0,318.78,212.8,ok,ok
ns1688347,8.0,197.77,183.63,ok,ok
ns1688347,9.0,267.07,274.57,ok,ok
ns1758913,0.0,1374.09,1366.28,ok,ok
ns1758913,1.0,1980.9,1888.44,ok,ok
ns1758913,2.0,1784.77,1982.28,ok,ok
ns1758913,3.0,1742.79,2205.18,ok,ok
ns1758913,4.0,2057.47,1720.91,ok,ok
ns1758913,5.0,990.94,1040.83,ok,ok
ns1758913,6.0,1835.76,1467.61,ok,ok
ns1758913,7.0,1431.87,1197.23,ok,ok
ns1758913,8.0,1050.56,1015.47,ok,ok
ns1758913,9.0,1009.24,1062.39,ok,ok
ns1766074,0.0,887.84,715.74,ok,ok
ns1766074,1.0,741.95,806.08,ok,ok
ns1766074,2.0,671.55,841.2,ok,ok
ns1766074,3.0,681.18,725.19,ok,ok
ns1766074,4.0,730.03,959.99,ok,ok
ns1766074,5.0,748.59,802.5,ok,ok
ns1766074,6.0,723.49,839.95,ok,ok
ns1766074,7.0,744.63,807.87,ok,ok
ns1766074,8.0,778.17,820.71,ok,ok
ns1766074,9.0,707.85,682.82,ok,ok
ns1830653,0.0,459.75,388.45,ok,ok
ns1830653,1.0,285.83,268.0,ok,ok
ns1830653,2.0,275.06,272.51,ok,ok
ns1830653,3.0,230.69,206.16,ok,ok
ns1830653,4.0,242.5,255.17,ok,ok
ns1830653,5.0,480.04,300.68,ok,ok
ns1830653,6.0,440.95,391.63,ok,ok
ns1830653,7.0,255.09,299.74,ok,ok
ns1830653,8.0,430.68,482.78,ok,ok
ns1830653,9.0,285.41,304.53,ok,ok
opm2-z7-s2,0.0,305.55,319.05,ok,ok
opm2-z7-s2,1.0,250.76,373.17,ok,ok
opm2-z7-s2,2.0,373.84,428.18,ok,ok
opm2-z7-s2,3.0,308.97,355.3,ok,ok
opm2-z7-s2,4.0,346.73,408.87,ok,ok
opm2-z7-s2,5.0,496.51,479.88,ok,ok
opm2-z7-s2,6.0,312.01,597.48,ok,ok
opm2-z7-s2,7.0,287.46,498.4,ok,ok
opm2-z7-s2,8.0,384.94,402.57,ok,ok
opm2-z7-s2,9.0,376.32,413.35,ok,ok
pg5_34,0.0,1310.39,1387.2,ok,ok
pg5_34,1.0,1413.41,1647.9,ok,ok
pg5_34,2.0,1508.16,1566.89,ok,ok
pg5_34,3.0,1399.57,1692.29,ok,ok
pg5_34,4.0,1423.89,1504.99,ok,ok
pg5_34,5.0,1483.58,1487.65,ok,ok
pg5_34,6.0,1393.04,1387.67,ok,ok
pg5_34,7.0,1272.68,1291.1,ok,ok
pg5_34,8.0,1452.35,1623.58,ok,ok
pg5_34,9.0,1410.72,1196.26,ok,ok
pigeon-10,0.0,3600.0,3600.0,timelimit,timelimit
pigeon-10,2.0,3600.0,3600.0,timelimit,timelimit
pigeon-10,4.0,3600.0,3600.0,timelimit,timelimit
pigeon-10,5.0,3600.0,3600.0,timelimit,timelimit
pigeon-10,6.0,3600.0,3600.0,timelimit,timelimit
pigeon-10,8.0,3600.0,3600.0,timelimit,timelimit
pw-myciel4,1.0,3076.45,3600.0,ok,timelimit
pw-myciel4,4.0,3600.0,3600.0,timelimit,timelimit
pw-myciel4,7.0,3600.0,3600.0,timelimit,timelimit
pw-myciel4,9.0,3600.0,3253.84,timelimit,ok
qiu,0.0,44.86,45.17,ok,ok
qiu,1.0,41.11,40.34,ok,ok
qiu,2.0,46.72,46.19,ok,ok
qiu,3.0,55.89,58.13,ok,ok
qiu,4.0,52.1,51.63,ok,ok
qiu,5.0,44.49,45.77,ok,ok
qiu,6.0,40.94,39.81,ok,ok
qiu,7.0,47.52,47.87,ok,ok
qiu,8.0,62.61,61.77,ok,ok
qiu,9.0,54.14,51.38,ok,ok
rail507,0.0,517.65,336.27,ok,ok
rail507,1.0,443.09,224.27,ok,ok
rail507,2.0,356.44,176.64,ok,ok
rail507,3.0,527.01,354.72,ok,ok
rail507,4.0,276.08,635.7,ok,ok
rail507,5.0,197.54,179.06,ok,ok
rail507,6.0,218.18,195.79,ok,ok
rail507,7.0,163.32,189.72,ok,ok
rail507,8.0,184.3,182.13,ok,ok
rail507,9.0,227.52,330.77,ok,ok
ran16x16,0.0,350.82,458.17,ok,ok
ran16x16,1.0,292.55,329.98,ok,ok
ran16x16,2.0,382.63,385.18,ok,ok
ran16x16,3.0,322.72,398.28,ok,ok
ran16x16,4.0,258.13,361.9,ok,ok
ran16x16,5.0,339.37,392.19,ok,ok
ran16x16,6.0,333.19,474.97,ok,ok
ran16x16,7.0,332.79,415.73,ok,ok
ran16x16,8.0,394.74,468.54,ok,ok
ran16x16,9.0,282.68,359.6,ok,ok
reblock67,0.0,186.88,120.68,ok,ok
reblock67,1.0,189.75,167.0,ok,ok
reblock67,2.0,216.75,184.26,ok,ok
reblock67,3.0,165.02,180.72,ok,ok
reblock67,4.0,211.89,145.67,ok,ok
reblock67,5.0,156.04,143.62,ok,ok
reblock67,6.0,221.21,141.86,ok,ok
reblock67,7.0,224.93,177.86,ok,ok
reblock67,8.0,113.29,228.7,ok,ok
reblock67,9.0,176.8,194.32,ok,ok
rmatr100-p10,0.0,177.08,171.99,ok,ok
rmatr100-p10,1.0,179.76,168.35,ok,ok
rmatr100-p10,2.0,166.04,159.81,ok,ok
rmatr100-p10,3.0,168.23,175.09,ok,ok
rmatr100-p10,4.0,163.03,167.48,ok,ok
rmatr100-p10,5.0,163.62,173.68,ok,ok
rmatr100-p10,6.0,179.42,176.23,ok,ok
rmatr100-p10,7.0,160.64,167.61,ok,ok
rmatr100-p10,8.0,170.09,168.32,ok,ok
rmatr100-p10,9.0,171.03,163.41,ok,ok
rmatr100-p5,0.0,283.81,301.04,ok,ok
rmatr100-p5,1.0,291.42,349.14,ok,ok
rmatr100-p5,2.0,271.75,273.75,ok,ok
rmatr100-p5,3.0,282.97,295.72,ok,ok
rmatr100-p5,4.0,302.57,290.54,ok,ok
rmatr100-p5,5.0,290.63,284.95,ok,ok
rmatr100-p5,6.0,305.46,316.09,ok,ok
rmatr100-p5,7.0,287.23,283.33,ok,ok
rmatr100-p5,8.0,271.95,286.98,ok,ok
rmatr100-p5,9.0,278.85,414.01,ok,ok
rmine6,0.0,3578.49,3600.0,ok,timelimit
rmine6,1.0,1782.03,3600.0,ok,timelimit
rmine6,2.0,1732.17,3600.0,ok,timelimit
rmine6,4.0,3600.0,3600.0,timelimit,timelimit
rmine6,5.0,1239.97,2182.24,ok,ok
rmine6,6.0,2433.53,3600.0,ok,timelimit
rmine6,7.0,1583.37,3600.0,ok,timelimit
rmine6,8.0,2899.4,2735.14,ok,ok
rmine6,9.0,3600.0,3600.0,timelimit,timelimit
rocII-4-11,2.0,2955.66,2975.39,ok,ok
rocII-4-11,4.0,3553.72,2152.71,ok,ok
rocII-4-11,5.0,1742.9,1695.37,ok,ok
rocII-4-11,6.0,1039.93,1262.98,ok,ok
rocII-4-11,7.0,1321.03,1749.43,ok,ok
rocII-4-11,8.0,2752.3,1747.07,ok,ok
rocII-4-11,9.0,1930.65,1651.21,ok,ok
rococoC10-001000,0.0,3600.0,3600.0,timelimit,timelimit
rococoC10-001000,1.0,1661.22,2001.99,ok,ok
rococoC10-001000,3.0,1301.26,2352.44,ok,ok
rococoC10-001000,4.0,2335.3,2761.2,ok,ok
rococoC10-001000,5.0,1890.28,3454.42,ok,ok
rococoC10-001000,8.0,1215.57,2290.78,ok,ok
rococoC10-001000,9.0,1934.66,2291.56,ok,ok
roll3000,0.0,3094.06,1966.06,ok,ok
roll3000,6.0,2533.14,3600.0,ok,timelimit
roll3000,9.0,3600.0,3600.0,timelimit,timelimit
satellites1-25,0.0,1125.05,2991.98,ok,ok
satellites1-25,1.0,888.75,1397.91,ok,ok
satellites1-25,2.0,1035.34,2398.7,ok,ok
satellites1-25,3.0,1865.15,1999.19,ok,ok
satellites1-25,4.0,1218.0,3313.33,ok,ok
satellites1-25,6.0,1024.19,2656.49,ok,ok
satellites1-25,7.0,2536.24,2450.49,ok,ok
satellites1-25,8.0,1013.93,3060.81,ok,ok
satellites1-25,9.0,1882.07,1796.14,ok,ok
sp98ic,0.0,3600.0,3600.0,timelimit,timelimit
sp98ic,1.0,3600.0,3600.01,timelimit,timelimit
sp98ic,3.0,3600.01,3600.0,timelimit,timelimit
sp98ic,5.0,3600.01,3600.01,timelimit,timelimit
sp98ic,6.0,3600.0,3600.01,timelimit,timelimit
sp98ic,7.0,3600.0,3600.01,timelimit,timelimit
sp98ic,9.0,3600.0,3600.0,timelimit,timelimit
sp98ir,0.0,98.56,156.1,ok,ok
sp98ir,1.0,93.79,188.89,ok,ok
sp98ir,2.0,128.42,204.39,ok,ok
sp98ir,3.0,119.83,118.52,ok,ok
sp98ir,4.0,116.92,213.03,ok,ok
sp98ir,5.0,110.58,195.79,ok,ok
sp98ir,6.0,100.68,175.08,ok,ok
sp98ir,7.0,120.82,167.86,ok,ok
sp98ir,8.0,105.31,137.4,ok,ok
sp98ir,9.0,69.88,133.18,ok,ok
tanglegram1,0.0,359.54,412.67,ok,ok
tanglegram1,1.0,484.12,535.06,ok,ok
tanglegram1,2.0,647.7,566.62,ok,ok
tanglegram1,3.0,606.89,648.47,ok,ok
tanglegram1,4.0,429.79,435.71,ok,ok
tanglegram1,5.0,593.56,593.98,ok,ok
tanglegram1,6.0,427.32,482.96,ok,ok
tanglegram1,7.0,488.22,530.46,ok,ok
tanglegram1,8.0,596.11,525.44,ok,ok
tanglegram1,9.0,601.0,600.64,ok,ok
tanglegram2,0.0,4.81,4.8,ok,ok
tanglegram2,1.0,5.18,5.43,ok,ok
tanglegram2,2.0,4.77,4.8,ok,ok
tanglegram2,3.0,4.74,5.05,ok,ok
tanglegram2,4.0,5.05,5.18,ok,ok
tanglegram2,5.0,4.84,5.32,ok,ok
tanglegram2,6.0,4.89,4.97,ok,ok
tanglegram2,7.0,4.89,5.3,ok,ok
tanglegram2,8.0,5.02,5.05,ok,ok
tanglegram2,9.0,5.1,5.14,ok,ok
timtab1,0.0,411.27,437.9,ok,ok
timtab1,1.0,314.53,316.83,ok,ok
timtab1,2.0,388.38,452.21,ok,ok
timtab1,3.0,319.44,324.37,ok,ok
timtab1,4.0,325.75,319.51,ok,ok
timtab1,7.0,376.16,388.02,ok,ok
timtab1,9.0,292.38,282.96,ok,ok
triptim1,0.0,2691.95,3600.0,ok,timelimit
triptim1,1.0,736.1,709.54,ok,ok
triptim1,2.0,3600.0,3600.75,timelimit,timelimit
triptim1,4.0,3600.0,3600.01,timelimit,timelimit
triptim1,8.0,1441.25,1527.95,ok,ok
triptim1,9.0,1021.38,3600.01,ok,timelimit
unitcal_7,1.0,3600.0,3327.13,timelimit,ok
unitcal_7,2.0,1555.52,1171.96,ok,ok
unitcal_7,3.0,3600.02,3600.01,timelimit,timelimit
unitcal_7,4.0,1158.16,883.02,ok,ok
unitcal_7,5.0,3600.0,3600.01,timelimit,timelimit
unitcal_7,6.0,2208.21,1371.06,ok,ok
unitcal_7,8.0,2244.74,1765.66,ok,ok
vpphard,1.0,3600.0,3600.01,timelimit,timelimit
vpphard,2.0,3600.0,3600.01,timelimit,timelimit
vpphard,3.0,3600.0,3600.0,timelimit,timelimit
vpphard,5.0,3600.0,3600.18,timelimit,timelimit
vpphard,6.0,3600.0,3600.21,timelimit,timelimit
vpphard,7.0,3600.01,3600.0,timelimit,timelimit
vpphard,8.0,3600.01,3600.0,timelimit,timelimit
zib54-UUE,0.0,2195.59,2428.79,ok,ok
zib54-UUE,2.0,2224.15,2272.52,ok,ok
zib54-UUE,4.0,3446.06,3600.0,ok,timelimit
zib54-UUE,5.0,2105.96,2132.37,ok,ok
zib54-UUE,7.0,1862.44,1777.65,ok,ok
zib54-UUE,8.0,2257.06,2186.18,ok,ok
zib54-UUE,9.0,2314.58,2240.07,ok,ok
